confluence_url,neuer_pfad
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642187358,/diy-synth-other/repairs/behringer-2600-blue-marvin-spring-reverb/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642318404,/diy-synth-other/projects/re-808-its-a-replica-of-the-tr-808/re-808-pictures/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642383901,/diy-synth-other/repairs/isla-instruments-s2400-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642383930,/diy-synth-other/repairs/roland-mc-202-upgrade-tubbutec/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642449489,/diy-synth-other/projects/swenigiser-orgon-enigiser-clone/pcb-scans/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642482192,/diy-synth-other/projects/kobol-clone/kobol-project-pictures/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642514951,/diy-synth-other/projects/orgon-r-enigiser/r-enigiser-pictures/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642646076,/diy-synth-other/repairs/oberheim-xpander-service-p/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642678805,/diy-synth-other/repairs/jomox-xbase-999-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/642809869,/diy-synth-other/repairs/grp-a4-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/643137538,/diy-synth-other/repairs/roland-jd-990-display/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/697958403,/diy-synth-other/projects/apob-oscar40-diy/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/699727903,/diy-synth-other/repairs/analog-solutions-eurorack-modules-servicing/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/699727912,/diy-synth-other/projects/oberheim-sem-clone/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/722010132,/diy-synth-other/projects/the-cloney-project-vcs3-clone/lmnc-cloney-2025-batch/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/735215622,/diy-synth-other/repairs/bassbot-tt-303-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/735870998,/diy-synth-other/repairs/pearl-syncussion-sy-1-service-and-psu-mod/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/769720321,/diy-synth-other/repairs/failures-donts/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/835780612,/diy-synth-other/repairs/korg-x-911-repair/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/875298817,/diy-synth-other/projects/oct-hz-converter/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/904396866,/diy-synth-other/repairs/roland-jupiter4-repair-and-service/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/905740293,/diy-synth-other/repairs/abstrakt-instruments-avalon-bassline-repair-nr1/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/929628164,/diy-synth-other/projects/207s-buchla-inspired/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/931790849,/diy-synth-other/projects/292c-buchla-inspired/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/951877633,/diy-synth-other/repairs/abstrakt-instruments-avalon-bassline-repair-nr2/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/951975937,/diy-synth-other/repairs/abstrakt-instruments-avalon-bassline-repair-nr3/
https://diysynth.wiki.dsl-man.de/wiki/spaces/DSO/pages/992575492,/diy-synth-other/projects/re-808-its-a-replica-of-the-tr-808/re-808-audio-demo/
https://diysynth.wiki.dsl-man.de/wiki/spaces/FRONTPANELS/pages/688130,/frontpanels/
https://diysynth.wiki.dsl-man.de/wiki/spaces/FRONTPANELS/pages/688556,/frontpanels/5u-paneldesigns-from-dsl-man/
https://diysynth.wiki.dsl-man.de/wiki/spaces/FRONTPANELS/pages/688568,/frontpanels/dsl-mans-panels-2020/
https://diysynth.wiki.dsl-man.de/wiki/spaces/FRONTPANELS/pages/688590,/frontpanels/5u-format-specifications/
https://diysynth.wiki.dsl-man.de/wiki/spaces/Home/pages/131498334,/home/
https://diysynth.wiki.dsl-man.de/wiki/spaces/Home/pages/131498345,/home/template-project-plan/
https://diysynth.wiki.dsl-man.de/wiki/spaces/Home/pages/131498360,/home/template-decision-documentation/
